date,long_deal_amount_外資,long_deal_amount_投信,long_deal_amount_自營商,long_deal_volume_外資,long_deal_volume_投信,long_deal_volume_自營商,long_open_interest_balance_amount_外資,long_open_interest_balance_amount_投信,long_open_interest_balance_amount_自營商,long_open_interest_balance_volume_外資,long_open_interest_balance_volume_投信,long_open_interest_balance_volume_自營商,short_deal_amount_外資,short_deal_amount_投信,short_deal_amount_自營商,short_deal_volume_外資,short_deal_volume_投信,short_deal_volume_自營商,short_open_interest_balance_amount_外資,short_open_interest_balance_amount_投信,short_open_interest_balance_amount_自營商,short_open_interest_balance_volume_外資,short_open_interest_balance_volume_投信,short_open_interest_balance_volume_自營商
2020-02-17,186939211,30934832,37020101,79532,13161,15748,163475062,4407031,29814664,69501,1874,12699,190501904,31837465,34925979,81023,13566,14862,76782652,51000902,25518507,32648,21691,10883
2020-02-18,209546558,18675535,65677553,89830,8018,28148,166785663,4628441,35185959,71690,1990,15141,221707134,16727296,63447035,95018,7190,27197,93121821,48792958,28706029,40025,20979,12373
2020-02-19,174820491,1116978,68911114,74718,475,29422,123886618,4691084,26432265,52660,1994,11255,168461005,96313,67499034,71981,41,28822,50177270,48352988,22231194,21332,20553,9481
2020-02-20,136543016,56640,32099364,58126,24,13666,112523393,4720339,27038936,48034,2015,11561,149593844,25764,29387278,63647,11,12518,52060918,48166199,20371108,22227,20561,8729
2020-02-21,169144586,11690,37308924,72352,5,15960,114125989,4681528,25902209,48927,2007,11124,167167858,760461,41104908,71505,326,17583,51926957,48690692,22862873,22265,20874,9836
2020-02-24,165356071,939528,36008935,71525,408,15593,119126132,5016494,24780976,51745,2179,10784,165144188,985324,37620772,71438,428,16290,57520121,48498145,23241247,24989,21066,10133
2020-02-25,223095651,480077,50079932,97369,208,21842,123323613,4918774,25590437,53429,2131,11108,221565461,119624,48143229,96695,52,20998,59945775,48153668,22088133,25975,20862,9609
2020-02-26,252924005,1203915,56690500,110540,527,24787,117856859,4922451,25290066,51597,2155,11095,261744747,758379,56087896,114380,332,24534,68824378,47262382,21186965,30136,20691,9320
2020-02-27,276075285,144341,44014400,121454,64,19398,116971709,4968206,25195656,51868,2203,11198,278115696,1060836,48516602,122334,470,21384,70543123,47686204,25498110,31287,21145,11355
2020-03-02,353921140,378007,52774705,157941,170,23600,120742083,5288483,27284758,54019,2366,12235,357466337,51502,52056239,159510,23,23274,78240472,47299067,26778876,35010,21161,12032
2020-03-03,307512474,375709,48873924,136653,166,21699,123655654,5585781,24716664,54614,2467,10949,297649059,730937,51845467,132320,323,22997,70774238,48496900,27155884,31265,21419,12046
2020-03-04,265745098,84031,54323201,117281,37,23975,130061532,5647198,25534849,57256,2486,11275,255189499,6165390,50975418,112632,2716,22499,68720200,54784177,24630738,30259,24117,10895
2020-03-05,168332054,89621,33481404,73507,39,14618,142323957,5584626,27946638,61929,2430,12201,161972789,3303678,31039456,70745,1438,13548,73899523,58512172,24615009,32165,25460,10764
2020-03-06,201303881,0,43208235,88677,0,19068,124457069,5395597,31754759,55222,2394,14136,215951019,2217969,44077695,95154,984,19425,74196971,59518350,28829877,32937,26408,12851
2020-03-09,345115218,1194570,58310539,156061,544,26387,131623294,6338439,30724696,60098,2894,14090,327157316,6166001,65404422,147870,2817,29612,62849857,63912226,35059223,28722,29181,16083
2020-03-10,335808366,83244,76867051,154687,38,35382,122767273,6114221,34837227,55902,2784,15947,355396538,833462,69320628,163651,381,31931,75411869,64599027,30921477,34383,29414,14158
2020-03-11,306555938,10979,60700106,140150,5,27756,125861698,5992166,35556365,58143,2768,16521,297358468,2252555,64355962,135905,1041,29454,69970010,65883115,35095577,32380,30434,16293
2020-03-12,450444820,49604,90227270,214137,24,43143,141237091,5752854,37058340,68161,2776,18010,437962395,6906964,97861799,208041,3339,46772,75067207,69952221,44187106,36307,33757,21421
2020-03-13,536455230,9177548,100310020,272795,4673,50937,164931469,5861059,41436303,82320,2925,20822,528950006,13906681,101121473,268727,7069,51366,92725074,72728591,50189371,46372,36302,25140
2020-03-16,488896926,46004500,76231392,246881,23550,38474,156113863,5519033,44746572,81012,2869,23401,483726311,48601528,75994177,243823,25149,38390,82865442,72597620,53467708,43036,37845,27789
2020-03-17,469272724,21041577,93329359,249168,11144,49628,152784507,6343673,44212855,82351,3445,24055,462408588,22989106,97363567,245192,12301,51901,75142078,72867879,56936111,40398,39578,30755
2020-03-18,382796846,4513374,65656801,206919,2507,35503,104913520,6521573,39255055,58829,3656,22106,354000625,782619,85494167,191204,429,46310,26785290,67268882,40517296,15029,37711,22845
2020-03-19,390931830,838440,58326104,227787,500,34109,112673265,6773374,37310298,67444,4053,22435,376058484,8721021,63556941,218977,5205,37129,24725359,71548534,43568902,14809,42813,26216
2020-03-20,352275519,11993103,48794344,201446,6614,27616,120473595,7748137,36814217,66648,4285,20448,355545504,162598,51577594,203128,90,29117,28331355,66036944,46083592,15679,36521,25603
2020-03-23,281987313,383789,33334840,157900,219,18892,121914504,7243940,37423227,70371,4180,21697,272110861,8479526,32735319,152190,4899,18533,25965951,71218696,45768306,14995,41096,26541
2020-03-24,291198802,6316740,43128461,161921,3442,23702,119910516,7861854,36497982,65243,4276,19960,299044333,246920,43024092,166221,135,23655,26024570,69654617,45291143,14168,37885,24768
2020-03-25,264647217,3676270,63378098,139986,1925,33376,116817463,8099325,36547327,60967,4225,19184,276204864,461800,50338670,146059,242,26530,27077925,69300663,32597542,14145,36151,17146
2020-03-26,305495181,569951,49375555,159087,298,25750,115689996,7910903,35737209,60090,4107,18685,310942412,744880,46143332,161874,387,24079,27381436,69577404,28795110,14244,36122,15096
2020-03-27,260124710,2518214,35382335,134202,1311,18260,115470348,8013791,36496528,60301,4183,19185,258460059,1278704,36019945,133324,665,18571,25953946,68109790,30167437,13577,35552,15897
2020-03-30,217722197,356798,32144539,115200,187,17013,117150453,8004829,37555798,61261,4184,19776,216995730,2080922,30427949,114774,1092,16123,26966123,69750390,29685953,14127,36458,15673
2020-03-31,169464946,167083,26415968,88421,87,13780,121454735,7873657,38047531,63320,4103,19979,167693375,201230,27798236,87480,105,14504,29189681,69840949,31630862,15245,36395,16644
2020-04-01,151832089,57341,28875620,79042,30,15050,124990394,7204470,36062632,65435,3770,19022,145876617,2510881,29415959,75938,1313,15325,27292956,71365191,30209225,14318,37345,15962
2020-04-06,169397611,2226831,29817592,87792,1135,15412,122898895,7465480,38087211,62584,3800,19528,178984032,102477,28153648,92757,53,14569,32217721,71299930,30423409,16432,36293,15628
2020-04-07,157664891,4214644,28355306,79439,2112,14288,125352748,7689516,38718468,62715,3846,19500,158302539,195894,29414120,79730,98,14820,33637337,68635060,32062545,16855,34325,16171
2020-04-08,183689149,1384511,42534973,91197,686,21131,128167364,7994185,40553660,63340,3950,20169,192681121,180953,39875627,95655,90,19803,43581427,68490398,31461311,21575,33833,15667
2020-04-09,174036446,2032256,34365722,86226,1008,17048,134114346,7941273,46102416,66436,3933,23027,170453087,3426760,34613045,84462,1710,17148,46083439,69700883,37330023,22907,34518,18626
2020-04-10,119856202,6512125,23838269,59426,3225,11832,136696395,7950593,49138792,67521,3927,24491,115702664,6830347,26160350,57353,3406,12981,44123982,70226271,42658547,21884,34693,21211
2020-04-13,141185024,39064800,32652545,70230,19358,16224,129018875,7873607,51367822,64321,3934,25833,138156274,44294188,31269717,68492,22160,15564,35530910,74942190,43489750,17744,37502,21812
2020-04-14,186552455,27391211,51779286,91316,13275,25297,131342964,7788492,52806961,63881,3794,25752,195357621,26112074,47387494,95386,12745,23202,43960133,75612195,40226369,21360,36832,19653
2020-04-15,122860024,2930629,44626198,59347,1413,21521,99242274,7888300,39932411,48097,3820,19417,129777850,1317156,41303544,62646,638,19920,26498131,74511395,21223504,12841,36083,10405
2020-04-16,134019223,86706,20033167,65317,42,9766,103671144,7857603,39518836,50359,3814,19266,133728173,1025679,20956206,65188,498,10216,30828427,75265287,21788017,14974,36533,10706
2020-04-17,179410096,3793758,36986082,85280,1795,17573,104609633,8072245,42131200,49553,3821,20024,184742005,884517,36137049,87803,417,17174,35236810,74283241,23103966,16689,35162,11060
2020-04-20,118319680,0,20663512,56310,0,9838,103292281,7477055,43722885,49340,3569,20950,124019771,1057919,17526443,59018,505,8348,40174915,74194425,21715463,19187,35415,10490
2020-04-21,216821123,18360,36432511,105359,9,17698,116874076,7131082,44635818,57351,3497,21977,199204856,5774775,38020818,96722,2828,18471,37823114,77817911,24719995,18561,38161,12255
2020-04-22,173163197,1050922,28997017,85382,518,14298,115178952,7145178,40485035,56378,3495,19897,180941884,1261581,30376720,89213,618,14986,43754160,78216700,21978659,21418,38259,10887
2020-04-23,177321055,1566508,30297723,86319,761,14747,116798322,7245568,41927273,56781,3520,20465,173890504,39191,28571427,84642,19,13911,41427585,77276453,21342326,20144,37542,10504
2020-04-24,135988468,874964,15600215,66176,426,7598,118148472,7220458,40612324,57572,3516,19879,134685289,59496,17579099,65540,29,8562,41643122,76272758,22001453,20298,37141,10854
2020-04-27,141484648,4080308,27376946,67752,1934,13090,124959473,7299249,41653596,59287,3461,19846,145728135,153943,28020518,69736,73,13394,50576230,74289525,22999778,23998,35225,11035
2020-04-28,124841162,375073,19738480,59192,178,9360,126917505,7395400,40949403,60000,3494,19446,124151780,486797,20061877,58855,230,9514,49574579,74779478,22665803,23442,35330,10840
2020-04-29,132194694,2450722,29067872,61781,1143,13589,129941691,7457748,41377784,60706,3482,19422,128175515,448124,30806148,59900,210,14396,47636134,73645793,24548459,22267,34385,11589
2020-04-30,130283505,2891656,27683619,59967,1322,12744,129523715,7433013,42820929,59196,3395,19669,134352563,965197,25820416,61821,443,11881,49434766,73167559,23572730,22607,33419,10896
2020-05-04,177052394,185029,29305511,82815,87,13762,124262833,6996234,41779127,58597,3297,19810,177105143,5842155,32275677,82795,2751,15142,46575987,76360170,26147245,21987,35985,12460
2020-05-05,130684450,98655,28790838,61114,46,13475,122179542,7130279,43556763,57029,3326,20463,129227848,2705024,28605867,60441,1262,13375,44791966,79813674,27325717,20944,37230,12894
2020-05-06,142604674,8576,29300117,66554,4,13686,126496283,7120138,42901079,58880,3312,20117,134284073,3897888,29241193,62670,1814,13655,40529311,83898095,26598266,18911,39026,12529
2020-05-07,135036231,188256,27086869,62582,87,12552,127623122,7240777,44446027,58944,3342,20687,139580825,636547,24482209,64687,294,11345,45529108,85067216,25336287,21080,39263,11850
2020-05-08,125740151,520699,19651921,57754,239,9033,129636536,7283728,43855343,59538,3343,20305,127426329,676322,20237377,58530,310,9301,48764640,85703098,25266968,22450,39335,11752
2020-05-11,109804713,2528698,20534860,50039,1150,9360,132512506,7362333,44083598,60376,3352,20242,110275155,1092339,21773791,50244,500,9926,51455703,84979602,26586037,23494,38694,12258
2020-05-12,131942931,1375045,29099869,60638,633,13379,134677803,7136132,43462890,62025,3284,20168,128366673,3794438,28941007,58973,1751,13317,50877951,86347872,26028861,23478,39744,12136
2020-05-13,125031328,1868079,23596268,57544,858,10863,140789862,7168178,42940037,64559,3284,19843,118253829,1894753,24411647,54396,876,11238,49757892,86763158,26253682,22864,39762,12186
2020-05-14,167530464,3713181,31720368,77338,1718,14683,137005219,6997280,41149234,63806,3255,19319,171391366,8422078,33103750,79079,3925,15311,53702315,90097465,26043938,25053,41940,12274
2020-05-15,203114385,17760272,33132607,94307,8220,15387,140516900,7034103,40793308,65077,3252,19023,197834021,16516741,32919481,91794,7695,15296,51366330,89431720,25525275,23811,41410,11951
2020-05-18,213303085,41109401,35280349,99189,19084,16420,140507085,6933818,39889776,65514,3233,18719,224025994,42267371,33490208,104089,19722,15574,63419720,90067232,23514042,29557,42029,11077
2020-05-19,212264735,27376478,45866934,97699,12597,21144,137068230,6994135,38942082,63349,3237,18115,209147801,23295779,48144741,96226,10759,22170,56096308,86861258,24923959,25919,40196,11616
2020-05-20,137230077,540531,37984505,63088,248,17454,112307444,7050980,37523050,51771,3249,17392,137145809,936552,36173023,63033,431,16620,34120853,85703368,18230491,15758,39491,8506
2020-05-21,131434747,3353845,27872429,60115,1530,12775,115314860,7204883,41056272,52661,3289,18862,135540374,313365,25047657,62001,143,11460,40485363,83558246,18747743,18534,38144,8661
2020-05-22,164600421,47280,28571092,75992,22,13223,114406076,7088891,42018631,53263,3299,19691,166524736,3461061,28805636,76862,1611,13316,42843463,85399758,20352890,20010,39743,9582
2020-05-25,145478187,5458821,23112898,67636,2521,10758,110878671,7163502,40502234,51254,3310,18858,146686197,38726,24748486,68168,18,11516,39955611,80618614,20212201,18533,37251,9452
2020-05-26,105364252,2721296,24922730,48046,1239,11378,117503693,7363674,41846387,53509,3352,19199,102149868,356295,25380286,46575,162,11577,42265903,79559309,21728024,19311,36216,10003
2020-05-27,119000380,24154,22658318,54171,11,10324,115447002,7373856,41679447,52624,3360,19135,119034156,445707,22727647,54186,203,10366,40321620,79918554,21631455,18441,36416,9970
2020-05-28,166822382,54764,22823323,76075,25,10432,116828328,7290730,40959345,53556,3341,18918,165052992,913227,23322137,75243,418,10655,40300285,80283138,21547093,18541,36790,9985
2020-05-29,140846800,74090,22594443,64667,34,10390,119747242,7256767,42892179,54853,3323,19800,137371841,95540,21776700,63070,44,10007,39672470,80324532,22645786,18241,36782,10482
2020-06-01,138067702,2654204,28006774,62685,1200,12755,128870698,7450207,43069097,58294,3369,19670,136920403,487256,30741498,62202,220,13959,43115193,79274267,25316028,19599,35848,11556
2020-06-02,103487026,550937,21035242,46678,248,9503,127538632,7472790,43591694,57432,3364,19828,101921225,75544,20209619,45984,34,9122,39818357,79146261,24927372,18038,35629,11327
2020-06-03,131424359,1683449,29459406,58528,746,13124,133219874,7426471,44914566,59054,3291,20118,128128123,286371,30118978,57050,127,13414,40714901,78838834,26660650,18160,34937,11921
2020-06-04,142292328,890644,26273961,62605,392,11574,128356967,7530354,44765306,56523,3315,19922,145637376,0,26925927,64082,0,11850,38554886,78526940,26952721,17097,34569,11966
2020-06-05,117193884,3027769,22071216,51364,1321,9683,136029091,7644110,45870846,59383,3336,20244,115802934,38785,21117674,50755,17,9259,44037307,76271540,26912978,19348,33286,11847
2020-06-08,156630131,2223647,31415637,67744,960,13607,134167286,7654712,45258471,58002,3308,19800,163345690,819005,33957515,70650,354,14701,47967350,75556728,28534661,20873,32652,12443
2020-06-09,125684258,37142,25842316,54256,16,11185,142548094,7622821,47023670,61433,3284,20525,121215739,2434671,24893232,52346,1049,10763,51597121,78133415,29288949,22390,33661,12736
2020-06-10,124703957,616983,29709364,53517,265,12760,143146811,7683719,47753618,61176,3284,20678,129038284,1708031,27763131,55377,731,11918,55733221,79880844,27927657,23975,34127,12047
2020-06-11,184784776,149809,34886890,79541,64,15044,147753987,7433215,43715656,64318,3236,19320,176552352,7904727,35556433,75965,3438,15335,53668664,86067980,24979049,23542,37453,10996
2020-06-12,212316853,16800197,36498141,93462,7384,16084,145085177,7322518,43469259,63832,3216,19385,225455374,19892778,33861262,99098,8878,14931,64956246,88367275,22342886,28695,38927,9940
2020-06-15,296026711,44155961,41535132,130709,19457,18365,141915706,7046622,43819944,63753,3174,19866,289051705,47459116,42759671,127325,21239,18898,59504989,90171455,24155349,26783,40667,10916
2020-06-16,265852709,32337043,48348425,116733,14071,21226,150562059,7364815,45201142,66214,3250,19956,269561517,29223385,50359547,118133,12887,22088,69609737,89642625,27175990,30635,39559,11969
2020-06-17,190354060,1151758,43312607,83343,504,18920,126435699,7880874,33850752,55668,3469,14979,189294691,543683,47878349,82839,240,20908,54776561,89767905,16664889,24154,39514,7385
2020-06-18,153044146,177599,20657275,67303,78,9089,127538789,7830644,35546823,55977,3436,15679,149876987,184574,19908024,65911,81,8763,52454357,89984036,17505438,23062,39484,7733
2020-06-19,127851143,333110,18996004,56030,146,8338,125300917,7890464,36969687,54928,3458,16291,130034491,282918,19571717,56989,124,8589,52307362,90094591,19311890,22973,39484,8519
2020-06-22,150565297,914007,27761763,65896,400,12177,136321588,8213983,38831154,59695,3596,17112,149243748,849682,27172495,65326,372,11906,61924961,90440615,20582933,27174,39594,9073
2020-06-23,173529105,609888,27643199,75823,266,12091,139122472,8520973,40391015,60736,3719,17754,172180533,247451,27975501,75236,108,12230,63123135,90637581,22251306,27627,39559,9775
2020-06-24,111542486,797448,23405188,48392,346,10171,142802102,8411790,35531247,61980,3650,15547,110315347,218896,25140480,47863,95,10920,65141217,90430199,19027029,28346,39239,8319
2020-06-29,175595952,420382,33612812,76987,185,14771,135495121,8560884,35925136,59638,3767,15943,180047357,3281596,30269642,78938,1444,13294,63333392,92301649,16314945,27956,40615,7245
2020-06-30,113226937,2564073,24194254,49511,1117,10593,134531082,8861722,38434015,58662,3863,16909,112856040,247685,23863706,49355,108,10432,63594944,91076388,18205269,27824,39702,8004
2020-07-01,127587419,496587,31081499,55302,215,13479,146447418,9235200,37500694,63447,4000,16400,121391611,217013,33267885,52644,94,14414,68922188,91700918,19548308,29952,39718,8536
